inter_id,user_id,item_id,timestamp,rating,emo_pre_valence,emo_pre_arousal,emo_post_valence,emo_post_arousal,duration,rec_type
288,11,156,1627003742,2,0.42775,-0.30475,0.4840940525587829,-0.2100302238614825,213.0,GCN
289,11,120,1627009095,4,0.44825,-0.23575,0.5942318528763896,-0.12550586547820294,133.0,Rand
290,11,257,1627011231,2,0.44575,-0.16899999999999998,0.3534654986937145,-0.2638184519235695,103.0,WD
291,11,994,1627015665,2,0.51225,-0.2255,0.18185543773372267,0.3124839915987911,1135.0,GCN
292,11,451,1627021445,3,0.76075,0.40475,0.7171763741611599,-0.14087393063879924,356.0,WD
293,11,364,1627030508,3,-0.1435,0.456,0.13575124225193386,-0.2766251728907331,332.0,Rand
294,11,672,1627036256,2,0.47375,0.3305,0.4174991035295323,0.3227293683725219,107.0,WD
295,11,924,1627054487,1,0.76325,0.2715,0.7658419138363814,0.09989242354387584,108.0,GCN
296,11,984,1627087187,3,0.5455,-0.146,0.5225142154602737,-0.18185543773372267,147.0,WD
297,12,588,1626855089,2,-0.392,-0.4115,-0.22130013831258644,0.5912863070539419,69.0,WD
298,12,923,1626858688,4,-0.2075,0.68125,0.2143845089903181,-0.3307976025818349,148.0,GCN
299,12,401,1626925191,4,-0.42425,-0.3585,-0.06685108344859382,0.15329644997694788,105.0,GCN
300,12,120,1626927613,4,-0.6016597510373444,-0.6028123559243891,0.13600737667127707,-0.4322268326417704,99.0,Rand
301,12,576,1626944997,4,0.3735,0.58675,0.6431535269709543,0.367680958967266,73.0,GCN
302,12,126,1627027739,4,0.35725,-0.44375,0.3711387736284002,-0.28930382664822496,203.0,GCN
303,12,826,1627185765,4,0.41275,-0.30325,0.3734439834024896,-0.3792070078377132,122.0,Rand
304,12,754,1627193849,4,0.484,-0.4,0.4472106961733517,-0.3976486860304288,109.0,WD
305,12,936,1627198005,3,0.468,-0.35375,0.4195481788842785,-0.3722913785154449,182.0,GCN
306,12,356,1627200278,4,-0.2905,-0.5705,-0.2443522360534809,-0.2155371138773628,188.0,WD
307,12,731,1627213774,4,0.8229598893499308,0.5866758875057629,0.7860765329644998,0.40686952512678654,93.0,WD
308,12,820,1627218383,3,0.29725,-0.27775,0.6270170585523283,-0.1763485477178423,122.0,GCN
309,12,873,1627270630,4,0.28575,-0.2085,0.3342554172429691,-0.2754725680036884,93.0,Rand
310,12,332,1627276930,4,-0.1475,0.181,0.1475334255417243,0.169432918395574,119.0,WD
311,12,898,1627285002,3,-0.24675,0.4115,-0.2512678653757492,0.3077455048409405,374.0,GCN
312,12,784,1627287270,3,0.3205,0.5015,0.2259105578607653,0.4621945597049331,194.0,WD
313,12,874,1627289760,3,0.20275,-0.2525,0.26509912402028585,-0.20631627478100506,108.0,GCN
314,12,924,1627294161,4,0.5532503457814661,0.42300599354541263,0.7376671277086214,0.3561549100968188,100.0,GCN
315,12,111,1627297380,4,0.39875,-0.3815,0.34117104656523745,-0.2293683725218995,136.0,WD
316,12,507,1627304945,3,-0.29725,0.6235,-0.2743199631166436,0.7388197325956661,234.0,GCN
317,12,571,1627306932,3,-0.7722452743199631,-0.15790686952512678,-0.6247118487782388,-0.388427846934071,263.0,WD
318,12,876,1627310445,3,0.7745504840940526,0.6212540341171047,0.8298755186721991,0.6005071461502997,102.0,WD
319,13,364,1626845069,4,0.151,0.38025,0.4764100199784848,0.27534450079401673,146.0,Rand
320,13,707,1626861674,3,0.07175,0.3905,0.18697812612058806,0.6825982275498182,123.0,Rand
321,13,174,1626924851,5,0.17425,0.465,0.4866553967522157,0.34962348240356544,168.0,WD
322,13,491,1626931223,4,0.607,0.12925,0.5737410993289279,0.3316940730495364,108.0,GCN
323,13,995,1626938661,3,0.4225,-0.10875,-0.10757645612417398,-0.057630244352236064,388.0,Rand
324,13,923,1626947247,5,0.31,-0.14225,0.6121612622304186,0.019210081450745355,148.0,GCN
325,13,928,1626951167,3,0.32025,-0.10375,0.11782183289790485,0.26509912402028585,257.0,WD
326,13,5,1627011690,4,0.753,-0.3395,0.6966856206136981,0.003842016290149071,141.0,Rand
327,13,716,1627016809,5,0.27925,0.12425,0.3739562522411761,-0.22155627273192974,234.0,WD
328,13,629,1627032231,4,0.72225,-0.03725,0.4892167409456483,0.18825879821730448,80.0,WD
329,13,720,1627040808,4,0.31,0.5315,0.6813175554531019,0.3368167614364019,197.0,Rand
330,13,195,1627065218,5,0.91175,-0.35725,0.706930997387429,-0.17032938886327548,176.0,WD
331,13,875,1627094746,4,0.80675,-0.24725,0.6838788996465346,0.16264535628297733,251.0,GCN
332,13,3,1627099864,4,0.7505,0.14225,0.4994621177193792,0.31376466369550743,152.0,Rand
333,13,257,1627110514,2,0.72475,-0.17025,0.2382050099892424,0.2625377798268532,172.0,WD
334,13,395,1627118372,4,0.28675,-0.35725,0.6300906715844475,-0.20618820757133344,192.0,Rand
335,13,17,1627180010,4,0.123,0.365,0.2689411403104349,0.2676604682137186,239.0,Rand
336,13,936,1627185618,3,0.09225,0.424,0.12806720967163568,0.2830285333743149,172.0,GCN
337,13,672,1627196110,2,-0.2305,0.14725,-0.0742789816095487,0.5109881665898264,149.0,WD
338,13,513,1627211787,3,0.4355,-0.319,0.4431125454638595,-0.08836637467342863,195.0,GCN
339,13,987,1627269164,2,0.192,0.06525,0.12038317709133756,0.16776804466984274,142.0,GCN
340,13,793,1627296184,4,-0.2665,0.3035,0.2638184519235695,0.006403360483581784,241.0,Rand
341,13,873,1627327575,1,-0.1,-0.2215,-0.0947697351570104,0.1754520772501409,197.0,Rand
342,14,863,1626911636,5,0.48925,-0.15625,0.7709646022232468,0.3329747451462528,279.0,Rand
343,14,576,1626925001,4,0.9555,0.397,0.9092771886686134,0.36371087546744535,255.0,GCN
344,14,923,1626937341,3,-0.53525,0.041,-0.3534654986937145,-0.010245376773730854,114.0,GCN
345,14,3,1626946051,1,-0.09225,-0.34825,-0.4200604477229651,-0.4840940525587829,153.0,Rand
346,14,491,1626947865,4,-0.7914553557707086,-0.7504738486757851,0.0,-0.6070385738435532,156.0,GCN
347,14,928,1626948328,3,-0.2023461912811844,0.6224066390041495,-0.06915629322268327,0.2586957635367041,146.0,WD
348,14,401,1626956835,4,0.9989242354387584,0.8554889606065263,0.8529276164130937,0.6044772296501204,161.0,GCN
349,14,5,1627011495,3,0.0205,0.2895,-0.007684032580298141,0.5686184109420624,263.0,Rand
350,14,716,1627013309,2,-0.47375,0.79925,-0.5404436248143026,0.5301982480405717,122.0,WD
351,14,126,1627030889,4,0.584,-0.18175,0.6249679831975822,-0.005122688386865427,94.0,GCN
352,14,629,1627034925,3,0.7735,0.274,0.8503662722196609,0.08196301418984682,139.0,WD
353,14,17,1627038679,3,0.438,-0.3585,0.4431125454638595,-0.3278520567593873,77.0,Rand
354,14,195,1627041999,2,0.9989242354387584,0.4507965780441576,0.563495722555197,0.14087393063879924,109.0,WD
355,14,936,1627055658,3,0.13325,-0.23575,0.2279596332155115,-0.22027560063521331,227.0,GCN
356,14,793,1627085658,5,-0.0205,0.40975,0.2638184519235695,0.2586957635367041,192.0,Rand
357,14,257,1627105821,2,0.0385,0.2485,0.012806720967163569,0.3278520567593873,144.0,WD
358,14,826,1627115710,4,0.27675,0.82475,0.2971159264381948,0.8042620767378721,120.0,Rand
359,14,517,1627120066,3,0.19475,0.28425,0.10245376773730856,0.012806720967163569,356.0,GCN
360,14,720,1627129072,2,0.09725,0.09225,0.2535730751498387,0.09220839096357768,129.0,Rand
361,14,451,1627139083,3,0.4764100199784848,-0.30992264740535835,0.25101173095640594,-0.9989242354387584,261.0,WD
362,14,875,1627172611,3,-0.18185543773372267,0.5967931970698223,-0.08452435838327955,0.2484503867629733,130.0,GCN
363,14,676,1627174463,4,0.01525,0.21775,0.1459966190256647,0.2049075354746171,131.0,Rand
364,14,513,1627182742,5,-0.0025,-0.26125,0.3662722196608781,0.05378822806208699,444.0,GCN
365,14,672,1627187305,3,-0.19975,-0.1435,-0.25101173095640594,-0.12550586547820294,145.0,WD
366,14,987,1627203959,3,-0.2125,-0.228,-0.2074688796680498,0.058910916448952425,297.0,GCN
367,14,707,1627219955,4,0.0025,-0.2535,-0.2074688796680498,0.19722350289431886,293.0,Rand
368,14,984,1627226374,2,0.2665,-0.274,0.025613441934327137,-0.2074688796680498,369.0,WD
369,14,100,1627271068,5,-0.00775,0.484,0.3970083499820706,0.4431125454638595,138.0,GCN
370,14,356,1627297029,2,0.2665,0.018000000000000002,0.1664873725731264,-0.012806720967163569,138.0,WD
371,14,898,1627300474,2,0.09725,0.6045,0.19978484708775168,0.4969007735259465,118.0,GCN
372,14,132,1627344560,4,-0.13575,0.0025,0.3176066799856565,0.2484503867629733,172.0,Rand
373,14,731,1627355413,2,0.01525,0.51475,-0.1459966190256647,0.4866553967522157,168.0,WD
374,14,120,1627356543,2,0.5327595922340045,0.4687259873981866,0.5045848061062446,0.2817478612775985,128.0,Rand
375,14,156,1627360040,3,-0.0025,-0.2255,0.010245376773730854,-0.15624199579939554,284.0,GCN
376,14,332,1627380718,3,0.2895,0.55325,0.21771425644178066,0.5045848061062446,159.0,WD
377,14,820,1627395397,2,-0.4533579222375904,-0.286870549664464,-0.6275293273910149,-0.23308232160237696,177.0,GCN
378,14,874,1627399318,3,0.16399999999999998,-0.3125,0.06915629322268327,-0.23308232160237696,177.0,GCN
379,15,597,1626925611,4,0.9004725680036884,-0.4802520362686338,0.8884662670969725,-0.4682457353619179,151.0,Rand
380,15,174,1626952918,3,0.922,-0.14400000000000002,0.9508990318118952,0.12966804979253113,134.0,WD
381,15,923,1626960127,4,0.341,0.15125,0.8644536652835408,0.06723528507760873,216.0,GCN
382,15,826,1627003932,4,-0.3745,-0.7635,0.17048947287536498,-0.5474873213462426,127.0,Rand
383,15,491,1627009958,3,-0.11525,0.49475,0.03601890272014754,0.33617642538804365,168.0,GCN
384,15,928,1627019427,2,-0.0985,0.27625,-0.5763024435223606,-0.17529199323805136,182.0,WD
385,15,576,1627029759,3,0.7875,0.21125,0.994121715076072,0.3577877670201322,200.0,GCN
386,15,364,1627032842,4,0.15125,-0.83075,0.4106154910096819,-0.42502305209774094,241.0,Rand
387,15,716,1627050119,2,0.96775,0.168,0.5594936222529584,0.1872982941447672,156.0,WD
388,15,126,1627097073,2,-0.10575,0.5329999999999999,0.08164284616566775,0.4706469955432611,140.0,GCN
389,15,629,1627104840,2,0.21125,-0.6675,0.10325418779775626,-0.31696634393729833,194.0,WD
390,15,132,1627113932,3,0.9365,0.53075,0.3697940679268481,-0.004802520362686339,267.0,Rand
391,15,195,1627122404,3,0.605,0.29775,0.0936491470723836,0.08404410634701091,451.0,WD
392,15,401,1627128032,4,0.66525,-0.3795,0.9388927309051792,-0.3673928077455049,155.0,GCN
393,15,873,1627138319,2,0.45375,0.50425,-0.1008529276164131,0.2401260181343169,154.0,Rand
394,15,257,1627142486,1,-0.31925,-0.449,-0.25933609958506226,0.14167435069924694,188.0,WD
395,15,524,1627189043,3,0.221,-0.7635,0.3625902873828185,-0.04322268326417704,188.0,Rand
396,15,936,1627193632,3,0.2905,-0.78525,0.23532349777163056,-0.22811971722760105,251.0,GCN
397,15,863,1627199652,4,0.6795566313201168,0.525875979714154,0.6411364684186261,0.31936760411864146,270.0,Rand
398,15,451,1627206800,3,0.27375,0.5379999999999999,0.2953550023052098,-0.18489703396342397,232.0,WD
399,15,875,1627212873,3,0.25925,-0.42975,0.08404410634701091,-0.525875979714154,263.0,GCN
400,15,5,1627219129,4,0.8692561856462272,-0.1921008145074536,0.5907100046104196,0.3842016290149071,189.0,Rand
401,15,517,1627228543,4,0.21600000000000005,-0.5379999999999999,0.2521323190410327,-0.2425272783156601,247.0,GCN
402,15,672,1627263603,2,-0.192,0.5329999999999999,-0.06723528507760873,0.1536806516059628,299.0,WD
403,15,513,1627269128,3,-0.096,0.42975,0.2521323190410327,0.2161134163208852,299.0,GCN
404,15,707,1627274286,3,0.43225,-0.38175,0.3097625633932688,-0.38900414937759337,292.0,Rand
405,15,984,1627279624,3,0.25925,0.36025,0.5066658982634087,0.2089096357768557,246.0,WD
406,15,720,1627354438,2,-0.19930459505148304,0.7347856154910097,-0.0936491470723836,0.5787037037037037,227.0,Rand
407,15,754,1627360142,2,0.233,-0.48975,-0.3938066697402797,0.4394306131858,365.0,WD
408,15,100,1627367207,4,-0.73475,0.83075,-0.2185146765022284,0.21131089595819888,304.0,GCN
409,15,676,1627370945,4,0.73,0.33375,0.7419893960350392,0.2017058552328262,253.0,Rand
410,15,946,1627386576,3,-0.168,0.4995,-0.08644536652835408,0.4922583371753497,370.0,Rand
411,15,731,1627446445,3,0.60275,-0.4035,0.2881512217611803,-0.3673928077455049,350.0,WD
412,15,820,1627455115,2,-0.77325,-0.25925,-0.5162709389887813,-0.4106154910096819,197.0,GCN
413,16,576,1627022212,3,0.0665,-0.13699999999999998,0.16392602837969367,-0.1805747656370063,191.0,GCN
414,16,174,1627027350,3,-0.005,0.39325,0.04866553967522156,0.26509912402028585,125.0,WD
415,16,923,1627032315,3,-0.20225,-0.1755,-0.025613441934327137,-0.11654116080118848,178.0,GCN
416,16,928,1627045431,4,-0.52775,-0.424,-0.19722350289431886,-0.29839659853491113,187.0,WD
417,16,491,1627054402,4,-0.46875,-0.4675,-0.3073613032119257,-0.5084268223963937,143.0,GCN
418,16,716,1627092656,4,0.0,0.0,0.17929409354028994,-0.055068900158803336,278.0,WD
419,16,707,1627104317,2,-0.01025,0.242,0.0,0.2292403053122279,148.0,Rand
420,16,629,1627110386,2,0.32025,-0.22675,0.21515291224834804,-0.18569745402387167,392.0,WD
421,16,126,1627126098,3,0.018000000000000002,-0.28300000000000003,0.12038317709133756,-0.308641975308642,234.0,GCN
422,16,720,1627135849,4,0.25625,0.324,0.3073613032119257,-0.2522924030531223,216.0,Rand
423,16,195,1627184404,4,0.16125,0.0115,0.2228369448286461,-0.11654116080118848,190.0,WD
424,16,826,1627193556,5,0.005,0.388,0.023052097740894426,0.3419394498232673,197.0,Rand
425,16,946,1627208000,3,0.00775,0.23175,-0.0025613441934327127,0.3470621382101327,187.0,Rand
426,16,875,1627219475,5,-0.34825,0.37,-0.2535730751498387,0.3035192869217766,191.0,GCN
427,16,3,1627228932,4,0.333,-0.05775,0.26125710773013683,-0.09861175144715947,377.0,Rand
428,16,517,1627270697,4,0.0255,-0.2395,-0.03842016290149071,-0.3060806311152093,276.0,GCN
429,16,676,1627298907,5,0.19725,0.35975,0.26125710773013683,0.3752369243378926,249.0,Rand
430,16,672,1627304817,3,0.023,-0.265,0.08196301418984682,-0.15496132370267918,168.0,WD
431,16,100,1627352345,5,0.3995,-0.22675,0.5225142154602737,-0.3777982685313253,196.0,GCN
432,16,984,1627360659,3,0.34575,-0.14975,0.2638184519235695,-0.23948568208595875,181.0,WD
433,16,740,1627363494,1,0.48925,0.1395,0.1895394703140208,0.15752266789611188,126.0,Rand
434,16,820,1627391602,2,0.82225,-0.20875,0.742789816095487,-0.21899492853849706,126.0,GCN
435,16,597,1627400989,3,0.0205,-0.3905,0.1126991445110394,-0.4956201014292301,202.0,Rand
436,16,754,1627444699,4,0.21525,0.33425,0.3278520567593873,0.3214486962758056,335.0,WD
437,16,873,1627448893,4,0.13825,0.18825,0.2535730751498387,0.2779058449874495,224.0,Rand
438,16,898,1627453505,4,-0.041,0.306,0.02049075354746171,0.2779058449874495,137.0,GCN
439,16,468,1627464849,3,-0.087,0.43925,-0.09989242354387584,0.3701142359510272,209.0,Rand
440,16,356,1627470247,5,0.274,0.593,0.2407663541826751,0.4981814456226628,193.0,WD
441,17,923,1627006343,4,-0.019210081450745355,-0.3419394498232673,0.16136468418626096,-0.1421546027355156,256.0,GCN
442,17,120,1627013352,3,0.13825,-0.392,0.3534654986937145,-0.5071461502996774,172.0,Rand
443,17,174,1627014284,3,0.58775,-0.37275,0.6224066390041495,-0.3918856615952052,246.0,WD
444,17,576,1627032721,3,0.64925,-0.292,0.6070385738435532,-0.2919932380513294,148.0,GCN
445,17,491,1627091067,4,-0.1,0.28825,0.5186721991701245,0.2574150914399877,225.0,GCN
446,17,364,1627098673,3,0.242,-0.246,0.4687259873981866,-0.39956969417550336,231.0,Rand
447,17,629,1627107689,3,0.461,-0.05775,0.3649915475641617,-0.08068234209313048,155.0,WD
448,17,3,1627111217,3,0.14975,-0.09225,0.15368065160596284,-0.05378822806208699,159.0,Rand
449,17,195,1627190529,2,0.319,-0.4035,0.3073613032119257,-0.31888735208237284,134.0,WD
450,17,126,1627199367,3,0.46875,-0.30725,0.2804671891808821,-0.4341478407868449,171.0,GCN
451,17,826,1627200251,3,0.23825,-0.26125,0.3688335638543108,-0.4264638082065468,189.0,Rand
452,17,875,1627200426,3,0.50325,-0.13075,0.3649915475641617,-0.1921008145074536,163.0,GCN
453,17,451,1627271396,3,-0.0845,0.14975,0.2574150914399877,-0.09989242354387584,412.0,WD
454,17,936,1627284492,3,-0.2305,0.29975,-0.17673274934685726,0.4610419548178885,361.0,GCN
455,17,672,1627287038,3,-0.096,0.51475,-0.09989242354387584,0.3765175964346089,574.0,WD
456,17,100,1627350853,4,-0.06925,0.26125,-0.057630244352236064,0.1459966190256647,212.0,GCN
457,17,597,1627357095,2,-0.27275,0.36875,-0.16520670047641006,0.37267558014445984,417.0,Rand
458,17,468,1627373206,3,-0.08075,0.65325,-0.15752266789611188,0.5225142154602737,250.0,Rand
459,17,754,1627437890,4,-0.119,0.49175,-0.08068234209313048,0.4072537267558015,325.0,WD
460,17,513,1627445248,4,-0.0845,0.4995,-0.08836637467342863,0.4764100199784848,404.0,GCN
461,17,5,1627456487,2,-0.1115,0.57625,-0.09989242354387584,0.5801444598125096,253.0,Rand
462,17,898,1627461815,3,-0.06525,0.192,-0.08068234209313048,0.26125710773013683,244.0,GCN
463,17,873,1627524393,2,0.0115,0.173,-0.1037344398340249,0.31504533579222377,177.0,Rand
464,17,731,1627530293,3,-0.07675,0.31125,-0.023052097740894426,0.12678653757491934,173.0,WD
465,17,156,1627535701,4,0.00375,0.096,-0.04226217919163978,0.09605040725372677,202.0,GCN
466,17,332,1627543064,3,-0.119,0.3995,-0.12294452128477025,0.4110957430459505,425.0,WD
467,18,491,1627051356,4,0.50725,-0.22275,0.7376671277086215,-0.17161006095999182,275.0,GCN
468,18,174,1627091320,3,0.07675,-0.205,0.25101173095640594,-0.2382050099892424,371.0,WD
469,18,17,1627097376,4,0.7735259464166796,0.6454587367450438,0.7479125044823525,-0.19466215870088624,304.0,Rand
470,18,928,1627101144,2,0.80675,0.21,0.5404436248143026,-0.1921008145074536,343.0,WD
471,18,923,1627126679,3,-0.2305,0.25625,0.4507965780441576,0.15624199579939554,313.0,GCN
472,18,524,1627133367,5,0.52,-0.11025,0.7504738486757851,-0.12038317709133756,246.0,Rand
473,18,716,1627136260,2,-0.1075,-0.21775,-0.1664873725731264,-0.18697812612058806,258.0,WD
474,18,720,1627171603,3,-0.128,-0.3175,-0.10245376773730856,-0.12550586547820294,363.0,Rand
475,18,126,1627177808,2,0.00775,-0.34325,0.058910916448952425,0.16136468418626096,367.0,GCN
476,18,120,1627183596,2,-0.2919932380513294,0.7402284719020543,0.4815327083653502,-0.25101173095640594,212.0,Rand
477,18,629,1627188643,3,0.4765,-0.28675,0.5404436248143026,-0.3355360893396855,184.0,WD
478,18,401,1627196446,3,-0.018000000000000002,0.19975,0.07940166999641413,0.3304134009528201,213.0,GCN
479,18,597,1627201976,2,0.47125,-0.19725,0.5122688386865427,-0.09220839096357768,138.0,Rand
480,18,576,1627212776,2,0.48925,-0.333,0.4636032990113212,-0.2100302238614825,266.0,GCN
481,18,195,1627218159,4,0.31,-0.36875,0.5583730341683316,-0.4149377593360996,211.0,WD
482,18,875,1627256609,3,0.38425,-0.333,0.40213103836893604,-0.35858818708057993,256.0,GCN
483,18,707,1627267075,4,0.46875,-0.28175,0.6249679831975822,0.17673274934685726,227.0,Rand
484,18,257,1627277697,3,0.36875,-0.315,0.34322012191998363,0.23052097740894426,320.0,WD
485,18,517,1627280810,3,-0.03575,0.32275,0.32529071256595465,0.2382050099892424,346.0,GCN
486,18,451,1627284953,4,0.589,0.69675,0.6249679831975822,0.545566313201168,393.0,WD
487,18,468,1627298205,3,0.0,0.502,-0.18697812612058806,0.4661646432047539,346.0,Rand
488,18,672,1627307954,4,-0.50975,-0.4225,-0.2996772706316275,-0.1485579632190974,224.0,WD
489,18,820,1627309727,2,-0.0615,-0.30475,0.16392602837969367,-0.3842016290149071,191.0,GCN
490,18,5,1627343420,4,-0.16399999999999998,-0.16399999999999998,-0.03842016290149071,-0.21259156805491525,310.0,Rand
491,18,395,1627361712,3,0.57625,0.2665,0.3176066799856565,-0.1511193074125301,385.0,Rand
492,18,100,1627366767,4,0.36125,0.3715,0.2074688796680498,0.4149377593360996,546.0,GCN
493,18,364,1627371951,3,0.55075,0.6225,0.2484503867629733,0.45591926643102293,359.0,Rand
494,18,987,1627384884,2,0.40225,-0.1255,0.4482352338507249,-0.15368065160596284,213.0,GCN
495,18,676,1627389714,5,-0.74025,0.65325,0.012806720967163569,0.2484503867629733,214.0,Rand
496,18,513,1627394432,4,0.45325,-0.31,0.5301982480405717,-0.2253982890220788,232.0,GCN
497,18,754,1627429744,3,0.192,-0.251,0.02049075354746171,-0.10245376773730856,377.0,WD
498,18,826,1627446721,4,0.023,-0.333,0.23052097740894426,-0.25101173095640594,111.0,Rand
499,18,356,1627451397,2,0.023,0.246,0.1921008145074536,0.1459966190256647,165.0,WD
500,18,874,1627461594,3,0.4355,-0.21525,0.3227293683725219,-0.3355360893396855,230.0,GCN
501,18,731,1627470643,3,0.19475,-0.11025,0.25101173095640594,0.21259156805491525,543.0,WD
502,18,332,1627479227,3,-0.86325,0.9425,-0.5609343783617643,0.7786486348035451,77.0,WD
503,18,19,1627516252,3,-0.274,0.11525,0.02817478612775985,-0.15880333999282825,149.0,GCN
504,18,873,1627527704,2,0.005,0.42525,-0.14087393063879924,0.2458890425695405,344.0,Rand
505,18,784,1627534823,2,0.8682956815736899,0.9297679422160752,0.4098150709492342,0.4431125454638595,221.0,WD
506,18,807,1627542963,2,-0.0255,0.269,-0.023052097740894426,0.35858818708057993,284.0,GCN
507,18,111,1627549250,3,0.44575,-0.36875,0.4482352338507249,-0.4098150709492342,214.0,WD
508,18,898,1627555777,3,-0.12806720967163568,0.8580503047999591,0.3611495312740126,-0.3688335638543108,490.0,GCN
509,18,571,1627569230,4,0.46875,-0.43275,0.4200604477229651,-0.4636032990113212,147.0,WD
510,18,876,1627602653,3,0.05375,-0.4175,0.0742789816095487,-0.1511193074125301,176.0,WD
511,18,418,1627613262,3,0.00775,0.55575,0.3842016290149071,0.5353209364274372,223.0,GCN
512,19,174,1627125322,4,0.49425,-0.01275,0.7453511602889197,0.3022386148250602,273.0,WD
513,19,923,1627135432,4,0.6095,0.55825,0.7325444393217562,0.5225142154602737,149.0,GCN
514,19,364,1627137523,3,0.602,0.4995,0.653142769325342,0.5404436248143026,166.0,Rand
515,19,928,1627138157,4,0.742789816095487,0.3739562522411761,0.8426822396393628,0.5660570667486298,180.0,WD
516,19,707,1627139910,3,0.5429999999999999,0.24325,0.3816402848214743,0.3867629732083398,127.0,Rand
517,19,576,1627141530,4,0.456,-0.21,0.5327595922340045,0.1921008145074536,223.0,GCN
518,19,120,1627211906,4,0.584,0.38175,0.7812099789969777,0.5148301828799755,121.0,Rand
519,19,716,1627213365,3,0.5660000000000001,0.1205,0.7453511602889197,0.4200604477229651,171.0,WD
520,19,491,1627218606,4,0.53025,-0.005,0.5814251319092261,0.19466215870088624,120.0,GCN
521,19,401,1627224608,4,0.48925,-0.13575,0.4943394293325138,0.13575124225193386,93.0,GCN
522,19,629,1627226058,4,0.4995,-0.21775,0.4943394293325138,-0.03073613032119257,147.0,WD
523,19,126,1627227960,4,0.40475,-0.13825,0.4994621177193792,0.19722350289431886,88.0,GCN
524,19,5,1627228820,3,0.415,-0.13325,0.4277444803032632,0.11782183289790485,96.0,Rand
525,19,195,1627263163,4,-0.023,-0.15875,0.2766251728907331,0.07684032580298142,122.0,WD
526,19,517,1627272545,4,-0.38425,-0.13075,0.2356436657958097,0.07940166999641413,154.0,GCN
527,19,720,1627305484,2,0.32025,-0.3355,0.3688335638543108,-0.2945545822447621,144.0,Rand
528,19,451,1627308480,4,0.44825,-0.461,0.4098150709492342,-0.17161006095999182,217.0,WD
529,19,987,1627315155,4,0.47125,-0.4815,0.4892167409456483,-0.34322012191998363,113.0,GCN
530,19,672,1627367162,3,0.1485,-0.2485,0.1459966190256647,-0.2023461912811844,324.0,WD
531,19,395,1627369802,3,0.3535,-0.13575,0.2971159264381948,-0.1126991445110394,245.0,Rand
532,19,875,1627379539,4,-0.1845,-0.40475,-0.17929409354028994,-0.0947697351570104,429.0,GCN
533,19,826,1627384327,4,-0.443,-0.36125,-0.2715024845038677,-0.1485579632190974,152.0,Rand
534,19,984,1627399292,3,-0.584,-0.54825,-0.4661646432047539,-0.3970083499820706,100.0,WD
535,19,513,1627400811,2,-0.18175,-0.21,-0.22027560063521331,-0.24332769837610785,101.0,GCN
536,19,754,1627473440,5,0.3355,-0.064,0.3406587777265509,0.04866553967522156,391.0,WD
537,19,820,1627538267,3,0.31,-0.05625,0.4123764151426669,-0.051226883868654274,162.0,GCN
538,19,356,1627550720,3,0.34575,-0.1255,0.42262179191639776,-0.10245376773730856,217.0,WD
539,19,793,1627558551,2,0.48675,-0.07425,0.545566313201168,-0.07171763741611599,208.0,Rand
540,19,731,1627561540,3,0.45325,-0.0435,0.5020234619128119,0.08452435838327955,112.0,WD
541,19,874,1627564230,4,0.4765,0.15375,0.5301982480405717,0.13318989805850112,130.0,GCN
542,19,873,1627572535,2,0.5379999999999999,-0.397,0.5481276573946008,-0.19466215870088624,311.0,Rand
543,19,332,1627574392,3,0.5405,-0.38675,0.5916705086829569,-0.18441678192715533,112.0,WD
544,19,676,1627615174,4,0.4970000000000001,0.192,0.5276369038471389,0.15368065160596284,175.0,Rand
545,20,576,1634033515,4,0.73525,-0.08875,0.7192254495159058,-0.008068234209313047,90.0,GCN
546,20,174,1634047231,3,0.7885,0.04275,0.6131857999077915,0.07722452743199631,227.0,WD
547,20,928,1634092918,3,-0.4425,-0.2985,-0.4402950668510833,0.014983863531581373,277.0,WD
548,20,863,1634100145,4,0.36875,0.061,0.7076994006454587,0.014983863531581373,220.0,Rand
549,20,946,1634116301,2,0.53475,-0.46675,0.5417242969110189,-0.4345320424158599,162.0,Rand
550,20,3,1634120890,3,0.687,-0.0565,0.42415859843245735,-0.0218994928538497,126.0,Rand
551,20,401,1634134880,5,0.70775,0.022,0.7999077916090364,0.05186721991701245,177.0,GCN
552,20,491,1634179057,4,0.4035,-0.5775,0.5094513600737667,-0.4322268326417704,252.0,GCN
553,20,126,1634186789,4,0.498,0.0335,0.4725680036883356,0.1256339326878746,211.0,GCN
554,20,195,1634207463,4,0.39425,-0.05175,0.520977408944214,-0.054172429691101885,228.0,WD
555,20,5,1634219016,5,0.295,-0.13725,0.677731673582296,0.008068234209313047,197.0,Rand
556,20,17,1634272730,4,0.06,0.031,0.2996772706316275,0.017289073305670817,146.0,Rand
557,20,513,1634294416,3,0.0645,0.015,0.0,0.0,124.0,GCN
558,20,936,1634370151,4,0.2145,0.04275,0.21899492853849695,0.010373443983402493,120.0,GCN
559,20,987,1634382947,3,0.15675,0.015,0.2858460119870908,0.014983863531581373,115.0,GCN
560,20,257,1634389582,3,0.0,0.0,-0.09220839096357768,0.03573075149838635,175.0,WD
561,20,451,1634394110,5,0.196,0.015,0.5348086675887506,0.04725680036883356,205.0,WD
562,20,672,1634449242,5,0.332,0.01275,0.4472106961733517,0.014983863531581373,168.0,WD
