inter_id,user_id,item_id,timestamp,rating,emo_pre_valence,emo_pre_arousal,emo_post_valence,emo_post_arousal,duration,rec_type
65,3,517,1625491143,2,0.5675,-0.5425,0.2971159264381948,-0.470006659494903,,
66,3,524,1625495151,2,0.3075,-0.4725,0.19978484708775168,-0.43158649659341225,,
67,3,491,1625531232,2,-0.1375,-0.385,-0.07940166999641413,-0.4392705291737104,,
68,3,421,1625571644,2,0.5775,0.445,0.2049075354746171,-0.5468469852978843,,
69,3,126,1625585834,3,0.5600000023841858,-0.5199999809265137,0.5250755596537063,0.5263562317504227,,
70,3,898,1625616866,2,0.5274999737739563,0.550000011920929,-0.4303058244966959,0.7645612417396651,,
71,3,453,1625634237,3,-0.1525000035762787,-0.7850000262260437,0.035858818708057995,-0.9079965165718972,,
72,3,627,1625635884,2,0.054999999701976776,-0.9300000071525574,-0.015368065160596285,-0.961784744633984,,
73,3,395,1625653605,2,0.054999999701976776,-0.9300000071525574,0.32529071256595465,0.4597612827211721,,
74,3,740,1625674201,1,-0.4764100199784848,-0.4751293478817684,-0.7863326673838431,0.3701142359510272,,
75,3,761,1625703320,3,-0.4774999916553497,-0.4749999940395355,-0.0947697351570104,-0.6723528507760873,,
76,3,720,1625722369,4,-0.20499999821186066,-0.8374999761581421,-0.07684032580298142,0.16008401208954462,,
77,3,364,1625747941,3,-0.20499999821186066,-0.8374999761581421,0.6224066390041495,-0.5263562317504227,,
78,3,442,1625760300,2,0.5550000071525574,-0.4900000095367432,0.03073613032119257,-0.6441780646483275,,
79,3,562,1625791146,2,-0.20000000298023224,-0.5724999904632568,-0.3047999590184929,-0.7799293069002613,,
80,3,555,1625826627,3,0.5506890015880335,0.5007427898160955,0.4636032990113212,0.5135495107832591,,
81,3,19,1625891672,4,0.4824999868869782,-0.5274999737739563,0.8247528302853339,0.008964704677014499,,
82,3,327,1625917932,3,0.5724999904632568,-0.29750001430511475,0.4636032990113212,-0.4034117104656525,,
83,3,319,1625931377,3,0.5950000286102295,-0.5350000262260437,0.286870549664464,-0.37267558014445984,,
84,4,707,1626181066,3,0.3765,-0.40975,0.2638184519235695,-0.0742789816095487,,Rand
85,4,843,1626188245,3,0.30475,-0.2075,0.3816402848214743,-0.23308232160237696,,WD
86,4,401,1626227318,4,0.34325,-0.03325,0.2715024845038677,0.2766251728907331,,GCN
87,4,17,1626237022,3,0.35100000000000003,0.4175,0.28943189385789664,0.2996772706316275,,Rand
88,4,126,1626240499,3,0.1485,-0.2715,0.32529071256595465,-0.07684032580298142,,GCN
89,4,917,1626253597,2,0.35600000000000004,-0.08975,0.2407663541826751,-0.16136468418626096,,WD
90,4,576,1626257062,2,0.34575,0.297,0.4046923825623688,-0.04866553967522156,,GCN
91,4,863,1626270247,3,0.3945,-0.28675,0.42262179191639776,0.015368065160596285,,Rand
92,4,427,1626275106,2,0.4175,0.13825,0.3790789406280417,-0.4507965780441576,,WD
93,4,517,1626355436,4,0.4635,-0.09225,0.2407663541826751,0.2817478612775985,,GCN
94,4,524,1626400331,4,-0.1205,-0.2945,0.10757645612417398,0.13575124225193386,,Rand
95,4,3,1626426610,2,0.443,0.3765,0.3893243174017725,0.17161006095999182,157.0,Rand
96,4,936,1626441931,3,-0.30725,-0.246,-0.2791865170841658,-0.26637979611700224,208.0,GCN
97,4,421,1626493065,2,0.4355,-0.32775,0.2971159264381948,-0.2689411403104349,170.0,WD
98,4,875,1626501904,4,0.30725,-0.23575,-0.24332769837610785,-0.25101173095640594,223.0,GCN
99,4,364,1626516349,3,0.47375,0.34075,0.34322012191998363,0.23052097740894426,163.0,Rand
100,4,513,1626527120,2,0.333,-0.1485,0.3662722196608781,-0.21771425644178066,144.0,GCN
101,4,872,1626576224,3,-0.25625,-0.2125,-0.1459966190256647,-0.08196301418984682,246.0,WD
102,4,820,1626579315,1,-0.13825,0.28175,-0.2766251728907331,-0.14087393063879924,160.0,Rand
103,4,873,1626589223,2,0.3305,0.11525,-0.051226883868654274,0.1921008145074536,188.0,Rand
104,4,588,1626599234,2,0.297,0.2945,0.30992264740535835,-0.04098150709492342,186.0,WD
105,4,100,1626613673,3,0.25875,0.30225,0.3227293683725219,0.17161006095999182,142.0,GCN
106,5,923,1626149110,3,0.0,0.0,0.45591926643102293,-0.4840940525587829,,GCN
107,5,529,1626247705,3,0.49425,-0.46875,0.4866553967522157,0.4405512012704267,,WD
108,5,707,1626261505,4,0.5122688386865427,0.5609343783617643,0.7837713231904104,0.025613441934327137,,WD
109,5,576,1626269221,3,0.1025,-0.71975,0.4840940525587829,-0.25613441934327136,,GCN
110,5,843,1626275153,3,0.748,0.15375,0.742789816095487,-0.14087393063879924,,Rand
111,5,17,1626322488,3,0.5225,-0.44575,0.760719225449516,-0.09989242354387584,,Rand
112,5,917,1626334313,2,0.2255,-0.67375,0.17161006095999182,-0.6070385738435532,,WD
113,5,401,1626339969,3,-0.50975,-0.4815,-0.12294452128477025,-0.40213103836893604,,GCN
114,5,863,1626347515,3,0.38925,-0.45075,0.5891091644895242,-0.1664873725731264,,Rand
115,5,427,1626361366,3,-0.55075,0.38425,0.2356436657958097,0.10757645612417398,,WD
116,5,826,1626402784,4,0.2895,-0.68125,0.7581578812560833,-0.10757645612417398,,WD
117,5,491,1626420161,4,0.29975,-0.57125,0.4507965780441576,-0.3534654986937145,158.0,GCN
118,5,114,1626442506,3,-0.4866553967522157,0.4712873315916194,0.04610419548178885,0.4431125454638595,227.0,WD
119,5,720,1626526946,4,0.67375,-0.1485,0.4789713641719175,-0.39956969417550336,104.0,Rand
120,5,872,1626592678,2,0.4175,-0.3715,0.4200604477229651,-0.4277444803032632,122.0,Rand
121,5,513,1626601221,4,0.315,-0.5685,0.4379898570769941,-0.4277444803032632,90.0,GCN
122,5,588,1626613426,4,0.43025,-0.4765,0.4046923825623688,-0.4892167409456483,145.0,WD
123,5,100,1626665745,3,0.246,-0.6455,0.6326520157778803,-0.2791865170841658,283.0,GCN
124,5,740,1626681895,4,0.65325,-0.17675,0.6941242764202654,-0.19978484708775168,167.0,WD
125,5,156,1626694120,3,0.83,0.0845,0.706930997387429,-0.23052097740894426,251.0,GCN
126,5,597,1626699912,3,0.38175,-0.53525,0.45591926643102293,-0.5481276573946008,172.0,Rand
127,5,820,1626753980,2,0.7555965370626505,0.2074688796680498,0.2945545822447621,-0.4277444803032632,109.0,GCN
128,5,174,1626754596,4,0.7018083090005636,0.18441678192715533,0.5225142154602737,-0.4482352338507249,274.0,WD
129,6,923,1626152138,4,0.7299830951283234,0.2804671891808821,0.0,0.0,,GCN
130,6,132,1626154433,5,0.5045,0.27525,0.5276369038471389,0.4904974130423647,,Rand
131,6,529,1626162261,3,0.51475,-0.23175,0.545566313201168,0.236924337892526,,Rand
132,6,491,1626165779,5,0.51475,0.50075,0.724860406741458,0.4956201014292301,,GCN
133,6,843,1626167079,4,0.49175,0.23175,0.7197377183545925,0.24204702627939145,,WD
134,6,707,1626179259,4,0.7197377183545925,0.24460837047282416,0.7120536857742944,0.5186721991701245,,Rand
135,6,917,1626185354,3,0.4995,0.319,0.7351057835151888,0.236924337892526,,WD
136,6,17,1626192089,4,0.53525,-0.44175,0.7786486348035451,-0.4751293478817684,,Rand
137,6,427,1626227556,4,0.53525,0.24725,0.5378822806208698,0.4136570872393833,,WD
138,6,863,1626235817,5,0.502,0.319,0.724860406741458,0.4956201014292301,,Rand
139,6,576,1626242047,4,0.47375,-0.196,0.7197377183545925,0.2625377798268532,,GCN
140,6,826,1626247569,4,0.53275,-0.18825,0.5225142154602737,-0.0832436862865632,,WD
141,6,401,1626274889,4,0.525,0.23175,0.742789816095487,0.2779058449874495,,GCN
142,6,114,1626336066,3,0.5379999999999999,-0.22925,0.5071461502996774,-0.07555965370626505,,WD
143,6,126,1626339631,3,0.479,0.27025,0.5122688386865427,0.2830285333743149,,GCN
144,6,524,1626348661,5,0.44575,0.22925,0.5020234619128119,0.2779058449874495,,WD
145,6,120,1626444892,4,0.5455,0.28825,0.4840940525587829,0.3573075149838636,163.0,Rand
146,6,421,1626500027,3,0.53025,-0.30875,0.4610419548178885,0.3854823011116234,171.0,WD
147,6,875,1626520650,4,0.5045,-0.20625,0.5071461502996774,0.3521848265969981,392.0,GCN
148,6,364,1626574802,4,0.45325,0.29075,0.5020234619128119,0.4008503662722197,377.0,Rand
149,6,872,1626575922,3,0.51475,0.33175,0.5097074944931099,0.34450079401670003,270.0,WD
150,6,3,1626579596,3,0.525,0.278,0.5276369038471389,0.272783156600584,112.0,Rand
151,6,517,1626596245,3,0.3175,0.38025,0.5225142154602737,0.2343629936990933,159.0,GCN
152,6,588,1626620548,3,0.46625,0.278,0.5097074944931099,0.2881512217611803,114.0,WD
153,6,395,1626660874,4,0.5405,0.3265,0.5020234619128119,0.3829209569181907,127.0,Rand
154,6,513,1626672195,4,0.49425,-0.24725,0.5199528712668409,0.13190922596178475,176.0,GCN
155,6,315,1626682968,3,0.479,0.2855,0.5276369038471389,0.272783156600584,152.0,WD
156,6,987,1626710840,3,0.46875,-0.10875,0.5148301828799755,0.10885712822089033,141.0,GCN
157,6,720,1626745579,4,0.51475,0.37,0.4969007735259465,0.40853439885251785,294.0,Rand
158,7,923,1626312206,1,-0.589,-0.155,-0.635213359971313,-0.12934788176835205,,GCN
159,7,132,1626316833,4,0.5405,0.073,0.5583730341683316,0.06019158854566878,,Rand
160,7,529,1626321042,3,0.274,0.43675,0.26125710773013683,0.4443932175605758,,WD
161,7,707,1626322842,3,-0.08975,0.5085,-0.14343527483223198,0.5366016085241535,,Rand
162,7,576,1626330981,3,-0.3611495312740126,0.3521848265969981,-0.1459966190256647,0.1780134214435736,,GCN
163,7,17,1626333589,2,0.19975,-0.28825,0.2228369448286461,-0.30095794272834386,,Rand
164,7,843,1626341281,2,-0.25875,-0.18575,-0.21771425644178066,-0.2497310588596896,,Rand
165,7,863,1626347303,5,0.57625,0.5955,0.6377747041647457,0.5929511807796732,,Rand
166,7,401,1626354185,3,0.38925,0.31375,0.5353209364274372,0.2932739101480457,,GCN
167,7,917,1626361298,4,0.17425,-0.52625,0.21771425644178066,-0.5340402643307208,,WD
168,7,936,1626399731,2,-0.25875,-0.16275,-0.18441678192715533,-0.2676604682137186,,GCN
169,7,427,1626406815,3,-0.17673274934685726,0.4418318733671432,-0.2228369448286461,0.5007427898160955,,WD
170,7,114,1626419940,2,0.374,-0.22925,0.3022386148250602,-0.3598688591772963,60.0,WD
171,7,524,1626427185,3,0.63775,0.2625,0.4789713641719175,0.18569745402387167,114.0,Rand
172,7,875,1626433948,4,0.46875,-0.2395,0.4200604477229651,-0.4059730546590851,91.0,GCN
173,7,3,1626440554,4,-0.17675,0.50075,-0.19722350289431886,0.541724296911019,140.0,Rand
174,7,720,1626448244,4,-0.1,0.424,-0.17417140515342452,0.4648839711080375,99.0,Rand
175,7,820,1626486832,4,-0.151,0.4495,-0.2049075354746171,0.4776906920752011,117.0,GCN
176,7,120,1626492975,5,-0.09475,0.26775,-0.16392602837969367,0.2497310588596896,137.0,Rand
177,7,872,1626515683,3,0.47125,-0.196,0.4200604477229651,-0.3214486962758056,94.0,WD
178,7,597,1626526962,3,0.52775,-0.224,0.4687259873981866,-0.21899492853849706,100.0,Rand
179,7,588,1626532375,4,-0.4072537267558015,-0.15752266789611188,0.0,0.0,85.0,WD
180,7,513,1626533961,3,0.40225,0.10375,0.4405512012704267,0.1037344398340249,123.0,GCN
181,7,468,1626572362,3,0.5045,0.1165,0.5045848061062446,0.15496132370267918,147.0,Rand
182,7,898,1626579766,2,0.34075,-0.26,0.32529071256595465,-0.1780134214435736,703.0,GCN
183,7,874,1626606694,3,0.32275,-0.4035,0.4379898570769941,-0.3470621382101327,71.0,GCN
184,7,689,1626617927,2,0.42,-0.342,0.40213103836893604,-0.3906049894984889,65.0,WD
185,7,613,1626665580,2,0.32275,-0.383,0.34322012191998363,-0.20106551918446802,101.0,WD
186,8,923,1626339148,3,0.5045,-0.43275,0.4789713641719175,-0.4354285128835613,,GCN
187,8,132,1626347106,3,0.15625,-0.6505,0.3380974335331182,-0.5506890015880335,,Rand
188,8,529,1626396240,2,0.7991393883510067,0.286870549664464,0.7094923415808617,-0.1511193074125301,,WD
189,8,707,1626398130,4,0.38175,-0.16125,0.2407663541826751,0.30992264740535835,,Rand
190,8,126,1626399914,3,-0.08975,0.21775,0.28943189385789664,0.09733107935044312,,GCN
191,8,17,1626409265,3,0.49425,0.16899999999999998,0.4815327083653502,-0.18697812612058806,,Rand
192,8,843,1626419580,2,0.32775,-0.4995,0.15624199579939554,0.3124839915987911,86.0,WD
193,8,491,1626435960,3,-0.11525,-0.59675,0.03842016290149071,-0.5532503457814661,164.0,GCN
194,8,364,1626444253,3,-0.44825,-0.73775,0.010245376773730854,-0.4354285128835613,155.0,Rand
195,8,917,1626496549,2,0.45325,-0.4125,0.06659494902925056,-0.6813175554531019,177.0,WD
196,8,936,1626502067,5,-0.8119461093181702,0.5711797551354951,0.2049075354746171,0.2049075354746171,157.0,GCN
197,8,427,1626571718,3,0.19725,-0.6275,0.11013780031760667,-0.6454587367450438,212.0,WD
198,8,114,1626584666,3,0.4995,-0.25625,0.4994621177193792,-0.3355360893396855,134.0,WD
199,8,995,1626591827,2,0.3765175964346089,0.5250755596537063,0.3662722196608781,0.3329747451462528,158.0,Rand
200,8,293,1626660456,2,0.19475,-0.5175,0.04354285128835613,-0.4277444803032632,591.0,WD
201,8,875,1626668039,3,0.4765,-0.68125,0.286870549664464,-0.7197377183545925,165.0,GCN
202,8,5,1626694392,3,-0.57375,0.25625,-0.11526048870447213,-0.5301982480405717,282.0,Rand
203,8,720,1626778948,3,0.76075,-0.187,0.4456738896572922,-0.3970083499820706,350.0,Rand
204,8,517,1626779599,3,0.274,-0.69675,0.15368065160596284,-0.4379898570769941,153.0,GCN
205,8,3,1626788038,1,-0.34075,0.29975,-0.23052097740894426,0.5737410993289279,246.0,Rand
206,9,427,1626504925,1,0.584,0.2255,-0.0563495722555197,0.16392602837969367,242.0,Rand
207,9,401,1626524323,5,0.79925,0.42525,0.724860406741458,0.1485579632190974,203.0,GCN
208,9,114,1626532030,2,0.3945,0.1075,0.19722350289431886,-0.31504533579222377,149.0,WD
209,9,946,1626572022,2,0.30475,-0.379,0.07940166999641413,-0.3944470057886379,128.0,Rand
210,9,126,1626591594,4,-0.06925,0.40975,0.2382050099892424,0.07171763741611599,204.0,GCN
211,9,3,1626599956,4,-0.09725,0.338,0.28943189385789664,0.1690487167665591,227.0,Rand
212,9,936,1626623641,2,0.502,0.38675,0.06915629322268327,-0.09220839096357768,199.0,GCN
213,9,17,1626659429,4,0.48675,-0.4125,0.4840940525587829,0.18697812612058806,322.0,Rand
214,9,421,1626667955,3,0.53025,-0.43275,0.5763024435223606,-0.4149377593360996,195.0,WD
215,9,875,1626676781,3,0.34325,0.0435,0.1921008145074536,-0.19978484708775168,215.0,GCN
216,9,793,1626687748,3,0.3535,-0.251,0.4661646432047539,-0.07171763741611599,476.0,Rand
217,9,517,1626701823,3,-0.25875,0.3535,0.3713949080477435,-0.15368065160596284,160.0,GCN
218,9,872,1626710391,4,-0.128,-0.65825,0.5558116899748989,-0.12806720967163568,174.0,WD
219,9,174,1626773071,3,0.5045,-0.26375,0.5173915270734082,-0.1921008145074536,201.0,WD
220,9,820,1626788044,2,0.5685,0.4355,0.5327595922340045,0.0947697351570104,140.0,GCN
221,9,928,1626830095,3,0.315,-0.26125,0.3047999590184929,-0.21259156805491525,286.0,WD
222,9,720,1626838448,3,0.0205,-0.71725,0.08196301418984682,-0.4149377593360996,283.0,Rand
223,9,588,1626845981,1,0.228,-0.5379999999999999,-0.1895394703140208,-0.25613441934327136,169.0,WD
224,9,100,1626858118,5,-0.443,-0.2665,0.0,-0.08964704677014497,184.0,GCN
225,9,676,1626879910,5,0.59175,0.023,0.5148301828799755,0.4584806106244558,259.0,Rand
226,9,716,1626923588,3,-0.07675,0.2305,-0.0742789816095487,0.6813175554531019,192.0,WD
227,10,597,1626497806,4,0.53875,0.054000000000000006,0.5927682276229994,0.3881220538007735,207.0,Rand
228,10,529,1626500058,4,-0.7386080296572295,0.7103809711989915,0.08703343024623404,0.2399299968950236,212.0,WD
229,10,923,1626510736,5,0.99975,-0.2375,0.7974144014452255,0.2752138199678212,131.0,GCN
230,10,826,1626517015,4,0.55975,-0.54325,0.7950621465737057,0.011761274357599195,225.0,Rand
231,10,576,1626525640,3,-0.21875,0.193,-0.05880637178799598,-0.030579313329757912,162.0,GCN
232,10,843,1626531466,3,0.55525,-0.53625,0.5151438168628447,-0.21875970305134504,259.0,WD
233,10,917,1626578205,3,0.68925,-0.30575,0.45398519020332895,-0.2705093102247815,108.0,WD
234,10,517,1626579251,5,-0.7340000000000001,0.43525,0.14819205690574985,-0.01881803897215872,179.0,GCN
235,10,427,1626586512,3,0.48925,-0.381,0.5104393071198051,-0.016465784100638873,132.0,WD
236,10,132,1626594889,4,-0.033,-0.45175,0.745664794271789,0.05880637178799598,122.0,Rand
237,10,114,1626597244,4,0.50575,0.5105,0.8962091060490587,0.4892690132761266,286.0,WD
238,10,873,1626599818,2,0.607,-0.428,0.4986780327622059,0.18818038972158715,117.0,Rand
239,10,126,1626621636,4,0.97375,-0.40925,0.8609252829762611,0.02822705845823807,534.0,GCN
240,10,863,1626658471,4,0.55525,-0.57625,0.7856531270876262,0.06115862665951584,247.0,Rand
241,10,513,1626672013,4,0.49875,-0.48225,0.6986196968413922,-0.07291990101711501,167.0,GCN
242,10,987,1626689022,5,0.5175,-0.5245,0.7197899906850708,-0.05174960717343646,124.0,GCN
243,10,707,1626705075,5,0.7785,0.63275,0.9197316547642572,0.7080287163274716,172.0,Rand
244,10,174,1626752033,3,0.37625,-0.76925,0.4939735230191662,-0.6703926383831541,162.0,WD
245,10,156,1626765349,4,0.61625,0.014,0.5339618558350034,0.2281687225374244,118.0,GCN
246,10,928,1626772064,4,0.7785,-0.4915,0.8209369501604239,-0.17406686049246808,193.0,WD
247,10,720,1626779790,2,0.8985,0.08475,0.4563374450748488,-0.18818038972158715,341.0,Rand
248,10,936,1626792595,4,0.494,-0.57625,0.5951204824945193,0.07291990101711501,273.0,GCN
249,10,676,1626795798,5,0.72675,0.0495,0.8209369501604239,0.4398716609742099,268.0,Rand
250,10,588,1626837603,3,0.6845,0.581,0.5080870522482852,-0.5033825425052456,185.0,WD
251,10,946,1626846004,1,0.868,0.0895,0.2846228394539005,-0.3175544076551783,125.0,Rand
252,10,100,1626857207,5,0.49625,-0.5670000000000001,0.8115279306743445,0.004704509743039678,157.0,GCN
253,10,898,1626918631,3,0.6375,0.13875,0.6750971481261938,-0.11761274357599195,333.0,GCN
254,10,17,1626925334,5,0.708,-0.006999999999999999,0.7715395978585072,0.02822705845823807,368.0,Rand
255,10,418,1626938239,4,0.40225,-0.5905,0.7621305783724278,0.13172627280511098,184.0,GCN
256,10,629,1626952618,5,-0.09175,0.635,0.04704509743039678,0.5033825425052456,113.0,WD
257,10,820,1626957146,3,0.56925,0.247,0.6609836188970748,-0.0,358.0,GCN
258,10,195,1626959170,4,0.8445,0.0305,0.8726865573338604,0.05174960717343646,293.0,WD
259,11,529,1626600076,2,0.14075,-0.42525,0.08964704677014497,-0.4482352338507249,374.0,WD
260,11,793,1626610654,2,0.13575,-0.32025,0.2253982890220788,-0.12294452128477025,236.0,Rand
261,11,843,1626621003,1,0.1845,-0.76075,0.02049075354746171,-0.7018083090005636,157.0,WD
262,11,576,1626656060,3,0.55325,-0.19975,0.4610419548178885,-0.4303058244966959,302.0,GCN
263,11,917,1626661514,3,0.602,0.24075,0.5276369038471389,0.2586957635367041,175.0,WD
264,11,17,1626666983,3,0.7095,-0.38425,0.6736335228728038,0.2253982890220788,607.0,Rand
265,11,427,1626675386,2,0.48925,0.3175,0.6326520157778803,-0.14087393063879924,238.0,WD
266,11,720,1626739684,3,0.648,-0.22275,0.5865478202960914,-0.19722350289431886,289.0,Rand
267,11,401,1626744714,4,0.45075,-0.315,0.7684032580298141,-0.28943189385789664,245.0,GCN
268,11,826,1626753463,3,0.7275,0.4355,0.6480200809384766,0.3893243174017725,190.0,Rand
269,11,174,1626761195,2,0.4995,-0.26375,0.5097074944931099,-0.3073613032119257,520.0,WD
270,11,987,1626766817,2,0.5225,-0.22275,0.3611495312740126,-0.4149377593360996,101.0,GCN
271,11,946,1626772135,1,0.25875,-0.4585,-0.09989242354387584,0.5353209364274372,349.0,Rand
272,11,936,1626777486,4,0.625,0.397,0.6890015880334001,0.3765175964346089,526.0,GCN
273,11,928,1626787197,2,0.72225,0.63525,0.6608268019056401,0.4943394293325138,98.0,WD
274,11,820,1626793353,1,0.66075,-0.36875,0.7043696531939962,-0.17417140515342452,132.0,GCN
275,11,716,1626830588,2,0.65825,-0.51225,0.5071461502996774,-0.2279596332155115,208.0,WD
276,11,517,1626835639,3,0.32025,-0.36125,0.5353209364274372,0.2356436657958097,298.0,GCN
277,11,676,1626845938,4,0.38175,-0.36875,0.599354541263255,0.2253982890220788,637.0,Rand
278,11,875,1626856117,4,-0.1690487167665591,0.6633881460990728,0.5225142154602737,-0.3022386148250602,282.0,GCN
279,11,740,1626860480,1,0.643,-0.38675,0.3713949080477435,-0.09989242354387584,119.0,Rand
280,11,739,1626865429,2,0.6940000000000001,0.3355,0.6019158854566877,-0.32016802417908924,429.0,WD
281,11,513,1626911125,3,0.7555,0.28425,0.5839864761026587,0.23308232160237696,506.0,GCN
282,11,873,1626916799,1,0.4635,-0.21525,0.1664873725731264,0.2919932380513294,87.0,Rand
283,11,629,1626922321,3,0.4225,-0.3535,0.5327595922340045,-0.3662722196608781,294.0,WD
284,11,100,1626929386,5,0.36625,-0.69675,0.4636032990113212,-0.28943189385789664,122.0,GCN
285,11,468,1626934389,4,0.28175,-0.3585,0.4661646432047539,-0.22027560063521331,258.0,Rand
286,11,898,1626941887,1,0.65825,0.228,0.5045848061062446,0.21515291224834804,194.0,GCN
287,11,195,1626948359,3,0.61725,0.36875,0.6685108344859383,0.22027560063521331,440.0,WD
